,Name,City,State,School Ownership,Number of Undergraduate Students,Share of Female Students,Share of Male Students,Share of Undergraduates Aged 25 and Above,Average Age of Entry,Admission Rate,Completion Rate,Median Earnings of Students 10 Years After Entry,Median Debt for Students Who Have Completed,Share of Students Who Received a Federal Loan,Median Family Income,Average Cost of Attendance,Average Faculty Salary,Net Tuition Revenue per Student
443,University of New Orleans,New Orleans,LA,1,5917,0.5788849348,0.42111506519999997,0.263,22.0,0.5661,0.3228,37800.0,16500.0,0.7674970344,29218.0,18619.0,7762.0,8970
444,Georgia College & State University,Milledgeville,GA,1,5857,0.6411530815,0.35884691849999995,0.0232,20.0,0.7899,0.6603,40500.0,22000.0,0.893638171,78447.0,27273.0,6958.0,8545
445,Michigan Technological University,Houghton,MI,1,5829,0.2774683544,0.7225316455999999,0.0389,19.0,0.7449,0.6652,66400.0,26927.0,0.9144303797,77439.0,27537.0,10187.0,14382
446,University of the Incarnate Word,San Antonio,TX,2,5807,0.6407207207,0.35927927930000003,0.3779,26.0,0.9385,0.5342,46500.0,27250.0,0.8194594595,36409.0,40826.0,8130.0,16818
447,University of Houston-Clear Lake,Houston,TX,1,5781,0.6814381271,0.31856187290000004,0.4824,27.0,0.7225,,47900.0,16500.0,0.6308528428,25351.0,22690.0,8909.0,9591
448,University of North Alabama,Florence,AL,1,5771,0.6013931889,0.39860681109999996,0.1087,21.0,0.7022,0.4454,37800.0,22309.0,0.8513931889,39436.0,18223.0,7567.0,6997
449,Albany State University,Albany,GA,1,5761,0.6648385131,0.3351614869,0.2697,23.0,,0.2233,32200.0,32000.0,0.9201706277,24458.0,16837.0,5914.0,4506
450,Clayton  State University,Morrow,GA,1,5754,0.7063328424,0.29366715759999995,0.3849,25.0,0.4179,0.3018,38800.0,28000.0,0.8226804124,24211.0,17102.0,6680.0,5108
451,University of Denver,Denver,CO,2,5753,0.6021798365,0.39782016350000005,0.0369,20.0,0.5805,0.7512,56500.0,23804.0,0.8930517711,80202.0,61824.0,10704.0,27214
452,Yale University,New Haven,CT,2,5742,0.5006839945,0.4993160055,0.0059,19.0,0.0693,0.974,83200.0,12000.0,0.4487004104,44004.0,68950.0,17517.0,17934
453,Columbia Basin College,Pasco,WA,1,5731,0.6027216857,0.39727831430000005,0.333,24.0,,0.2967,35900.0,9632.5,0.2423178227,24700.0,13935.0,6380.0,1433
454,Angelo State University,San Angelo,TX,1,5726,0.5607034156,0.43929658439999997,0.0696,21.0,0.7359,0.3658,40200.0,20395.5,0.7632735881,41570.0,18789.0,7169.0,6313
455,Seton Hall University,South Orange,NJ,2,5717,0.5415606446,0.4584393554,0.0568,20.0,0.7316,0.6714,57200.0,25000.0,0.8723494487,63427.0,53433.0,9493.0,23079
456,Georgia Highlands College,Rome,GA,1,5715,0.6437583893,0.35624161070000004,0.1972,22.0,,0.0811,34700.0,8250.0,0.4902013423,30709.0,11597.0,4864.0,2780
457,Texas A & M University-Kingsville,Kingsville,TX,1,5694,0.5565967941,0.44340320590000004,0.1133,23.0,0.8413,0.3474,42600.0,20665.0,0.8022194821,28201.0,21006.0,7668.0,6792
458,Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,2,5689,0.1816434407,0.8183565593,0.099,25.0,0.7491,0.591,66200.0,24250.0,0.6299855839,38662.0,50570.0,9458.0,29063
459,University of San Diego,San Diego,CA,2,5677,0.5730088496,0.4269911504,0.0497,20.0,0.4979,0.8175,60000.0,24000.0,0.9122418879,70085.0,62710.0,12291.0,29280
460,Touro College,New York,NY,2,5670,0.742979848,0.25702015199999995,0.4129,26.0,0.7437,0.5708,30400.0,14500.0,0.4304592005,24128.0,29744.0,7500.0,14784
461,University of Michigan-Flint,Flint,MI,1,5669,0.6531165312,0.3468834688,0.329,25.0,0.6512,0.4405,40600.0,27500.0,0.8660472319,32758.0,19013.0,8556.0,10998
462,Green River College,Auburn,WA,1,5667,0.5222752586,0.4777247414,0.2401,26.0,,0.3216,38100.0,,0.4105011933,22259.0,15143.0,7044.0,2770
463,Bellevue University,Bellevue,NE,2,5665,0.5948446794,0.40515532060000004,0.7643,31.0,,0.1667,53600.0,19271.0,0.8664904164,33599.0,16865.0,5696.0,11409
464,Johns Hopkins University,Baltimore,MD,2,5663,0.517218543,0.48278145699999997,0.0516,21.0,0.1254,0.9268,73200.0,13500.0,0.8801324503,79479.0,67603.0,13055.0,25523
465,Azusa Pacific University,Azusa,CA,2,5560,0.7258883249,0.2741116751,0.1206,26.0,0.6012,0.6681,51100.0,23092.0,0.9354604786,44669.0,49911.0,8201.0,18252
466,Strayer University-Global Region,Washington,DC,3,5543,0.7508344853,0.24916551470000003,0.8456,33.0,,0.0,45900.0,34239.5,0.9108870832,18178.0,27744.0,7123.0,13087
467,Strayer University-Georgia,Atlanta,GA,3,5529,0.7508344853,0.24916551470000003,0.8495,33.0,,0.2857,45900.0,34239.5,0.9108870832,18178.0,27744.0,6234.0,12582
468,SUNY College at Geneseo,Geneseo,NY,1,5522,0.6189759036,0.3810240964,0.016,19.0,0.7236,0.7736,48800.0,21684.0,0.9081325301,77511.0,23769.0,7297.0,6165
469,The University of Tennessee-Martin,Martin,TN,1,5522,0.6175869121,0.38241308789999995,0.1761,22.0,0.6151,0.5023,36200.0,23760.0,0.8012269939,35300.0,19666.0,7141.0,5456
470,University of Wisconsin-River Falls,River Falls,WI,1,5515,0.6388333999,0.3611666001,0.0953,21.0,0.7452,0.5291,40900.0,21679.0,0.906911706,69526.0,18201.0,7481.0,6323
471,University of Wisconsin-Green Bay,Green Bay,WI,1,5503,0.6803966438,0.3196033562,0.2295,24.0,0.7553,0.5109,40800.0,21239.0,0.8470633105,53209.0,18302.0,6732.0,5115
472,Sacred Heart University,Fairfield,CT,2,5496,0.6625905797,0.3374094203,0.0882,20.0,0.6028,0.7245,56000.0,25375.0,0.964673913,106612.0,55572.0,8990.0,21862
473,Tufts University,Medford,MA,2,5492,0.4582417582,0.5417582418,0.0125,19.0,0.1491,0.9323,75800.0,17500.0,0.7461538462,85929.0,68051.0,12131.0,32313
474,Santa Clara University,Santa Clara,CA,2,5481,0.5423387097,0.4576612903,0.0109,20.0,0.5356,0.8977,72600.0,21000.0,0.8800403226,97113.0,65334.0,12527.0,31144
475,Shippensburg University of Pennsylvania,Shippensburg,PA,1,5464,0.5271791573,0.4728208427,0.0578,20.0,0.8355,0.5152,45000.0,25250.0,0.9520746221,65945.0,25885.0,10308.0,8715
476,University of Arkansas-Fort Smith,Fort Smith,AR,1,5455,0.5636766334,0.43632336660000004,0.2196,22.0,,0.2982,31000.0,14000.0,0.6216315984,29173.0,16554.0,6848.0,3239
477,Spokane Falls Community College,Spokane,WA,1,5444,0.5684762492,0.43152375080000005,0.3315,25.0,,0.2217,30700.0,10844.5,0.5330043183,23411.0,12457.0,6377.0,3772
478,California University of Pennsylvania,California,PA,1,5435,0.566749844,0.43325015600000005,0.2368,23.0,0.961,0.5157,41600.0,24223.0,0.9329382408,46425.0,24526.0,10126.0,8920
479,Missouri Southern State University,Joplin,MO,1,5426,0.6070256074,0.3929743926,0.2451,23.0,0.9508,0.3319,33300.0,19550.0,0.752790545,33600.0,14467.0,5934.0,3035
480,Pennsylvania College of Technology,Williamsport,PA,1,5419,0.396522902,0.6034770979999999,0.1981,22.0,,0.4747,42600.0,22437.0,0.9137412237,54391.0,29647.0,9910.0,17994
481,Monroe College,Bronx,NY,3,5417,0.6136854742,0.38631452580000003,0.3177,23.0,0.5222,0.5306,30300.0,21148.0,0.7990396158,19090.0,22661.0,5821.0,11694
482,Marist College,Poughkeepsie,NY,2,5404,0.601010101,0.39898989900000004,0.0549,20.0,0.4262,0.8365,56900.0,25849.5,0.9575757576,107457.0,52122.0,9234.0,23192
483,Nicholls State University,Thibodaux,LA,1,5401,0.6346546792,0.36534532080000004,0.1567,21.0,0.9374,0.4679,37500.0,20269.5,0.8414384961,36747.0,18874.0,5924.0,6330
484,Texas A&M University-San Antonio,San Antonio,TX,1,5376,0.6667575675,0.33324243249999996,0.4929,29.0,0.3464,,,6250.0,0.755931279,24268.0,12926.0,7479.0,6526
485,Westfield State University,Westfield,MA,1,5375,0.5586770982,0.4413229018,0.1212,21.0,0.8525,0.6504,46100.0,22750.0,0.929943101,63176.0,21684.0,9511.0,8069
486,Rutgers University-Camden,Camden,NJ,1,5360,0.5539444444,0.4460555556,0.3044,21.0,0.6933,0.58,57900.0,22250.0,0.8429444444,43359.0,25427.0,11272.0,13394
487,Pittsburg State University,Pittsburg,KS,1,5340,0.5119899032,0.48801009679999996,0.1118,21.0,0.8721,0.4721,39400.0,20000.0,0.8754732857,49467.0,17748.0,7155.0,5370
488,Oklahoma State University-Oklahoma City,Oklahoma City,OK,1,5334,0.6322989656,0.3677010344,0.4705,27.0,,0.0663,33900.0,14320.0,0.6042709376,26054.0,12178.0,5485.0,2758
489,University of Washington-Bothell Campus,Bothell,WA,1,5329,0.5746355424,0.42536445759999997,0.2017,22.0,0.8011,0.6362,57700.0,15000.0,0.7133530096,39205.0,21568.0,10695.0,3240
490,Midwestern State University,Wichita Falls,TX,1,5329,0.5839070568,0.4160929432,0.251,23.0,0.814,0.4455,41100.0,22000.0,0.8227194492,41159.0,18028.0,7698.0,6635
491,Ramapo College of New Jersey,Mahwah,NJ,1,5314,0.5596590909,0.4403409091,0.1196,21.0,0.5736,0.7402,53200.0,22500.0,0.9398674242,68011.0,28355.0,10333.0,10166
492,University of North Carolina at Pembroke,Pembroke,NC,1,5308,0.606557377,0.393442623,0.2313,22.0,0.8074,0.3972,34400.0,22247.5,0.8527683266,31200.0,18592.0,7347.0,4469
493,SUNY College at Plattsburgh,Plattsburgh,NY,1,5272,0.5880412371,0.4119587629,0.1007,21.0,0.529,0.6257,42400.0,21500.0,0.9063917526,50769.0,23333.0,6844.0,5485
494,University of Southern Maine,Portland,ME,1,5248,0.6078147612,0.3921852388,0.2885,23.0,0.8348,0.3293,38700.0,21505.0,0.8154848046,35814.0,19306.0,8797.0,7910
495,Princeton University,Princeton,NJ,2,5246,0.5136436597,0.48635634029999997,0.0039,19.0,0.0641,0.9731,74700.0,7500.0,0.2407704655,37036.0,63690.0,17519.0,13216
496,Truman State University,Kirksville,MO,1,5241,0.599009901,0.40099009900000004,0.0156,19.0,0.6749,0.7489,44500.0,22402.0,0.8879950495,70948.0,20633.0,7046.0,4888
497,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,2,5239,0.5843023256,0.41569767440000005,0.1019,21.0,0.9264,0.3916,18500.0,13000.0,0.4944767442,10990.0,14956.0,4143.0,5458
498,Adelphi University,Garden City,NY,2,5162,0.7211120765,0.2788879235,0.1096,21.0,0.7312,0.6752,58500.0,25000.0,0.8979148566,51854.0,48521.0,12223.0,23797
499,University of South Carolina-Upstate,Spartanburg,SC,1,5149,0.6846673095,0.3153326905,0.1903,23.0,0.5784,0.4328,36900.0,21604.0,0.8913532626,37445.0,22583.0,6837.0,6705
500,University of New Haven,West Haven,CT,2,5147,0.575202386,0.42479761400000005,0.0813,20.0,0.8776,0.6033,52100.0,27000.0,0.9642096293,75313.0,53489.0,10252.0,20351
501,Southern University and A & M College,Baton Rouge,LA,1,5137,0.6367601246,0.3632398754,0.1404,21.0,0.4547,0.29,34700.0,29735.0,0.9258566978,23466.0,22328.0,7136.0,4553
502,University of La Verne,La Verne,CA,2,5120,0.6243868255,0.3756131745,0.4371,26.0,0.4754,0.6627,49200.0,25000.0,0.8258584443,35393.0,52724.0,9079.0,19899
503,Gonzaga University,Spokane,WA,2,5119,0.5262440354,0.4737559646,0.0196,19.0,0.6485,0.8726,56100.0,26036.0,0.9352419905,110000.0,55181.0,9376.0,20947
504,Bowie State University,Bowie,MD,1,5107,0.6363636364,0.36363636359999996,0.1893,22.0,0.36,0.3962,45800.0,24000.0,0.8422025129,36428.0,20911.0,8561.0,5158
505,Wake Forest University,Winston-Salem,NC,2,5101,0.5077720207,0.49222797929999995,0.0022,19.0,0.2757,0.8824,63800.0,23811.0,0.9067357513,94263.0,66440.0,11795.0,32036
506,Northwest Missouri State University,Maryville,MO,1,5065,0.6122856003,0.3877143997,0.0459,20.0,0.7411,0.4978,40000.0,23557.0,0.8891104906,56470.0,18876.0,6908.0,7040
507,Lehigh University,Bethlehem,PA,2,5057,0.4475357711,0.5524642289,0.0045,20.0,0.2515,0.8579,81900.0,23575.0,0.953100159,90738.0,62921.0,13272.0,28732
508,Saint Joseph's University,Philadelphia,PA,2,5040,0.5929844098,0.4070155902,0.0649,21.0,0.7718,0.8196,59600.0,23485.0,0.9621380846,108285.0,59039.0,10359.0,22646
509,Worcester State University,Worcester,MA,1,5035,0.5930918281,0.40690817189999995,0.2126,22.0,0.7633,0.5544,48200.0,19500.0,0.8892165122,54212.0,20920.0,8871.0,6658
510,Davenport University,Grand Rapids,MI,2,5030,0.5626198083,0.4373801917,0.4549,26.0,0.8192,0.4437,30700.0,26914.0,0.8869009585,34920.0,27536.0,6685.0,17962
511,Case Western Reserve University,Cleveland,OH,2,5020,0.472095151,0.527904849,0.02,19.0,0.3312,0.8257,74600.0,24500.0,0.9432753888,94000.0,63216.0,11400.0,25887
512,Augusta University,Augusta,GA,1,4978,0.673245614,0.32675438599999995,0.1967,22.0,0.7459,0.2734,62300.0,17406.5,0.8122807018,37793.0,17946.0,8271.0,11421
513,Suffolk University,Boston,MA,2,4952,0.6008383791,0.39916162089999996,0.0592,20.0,0.8355,0.6024,53100.0,27000.0,0.9455053563,62281.0,51164.0,11747.0,24023
514,Christopher Newport University,Newport News,VA,1,4950,0.5952380952,0.40476190479999996,0.0123,19.0,0.7239,0.7454,46900.0,25000.0,0.9510582011,97520.0,28394.0,8526.0,7726
515,Pierce College-Fort Steilacoom,Lakewood,WA,1,4938,0.648098434,0.351901566,0.3929,27.0,,0.2375,36500.0,10073.0,0.4955257271,26391.0,11494.0,6774.0,3503
516,Washburn University,Topeka,KS,1,4926,0.5912248629,0.4087751371,0.2014,24.0,,0.3887,40300.0,17069.5,0.812797075,36446.0,18777.0,7395.0,6197
517,Colorado Christian University,Lakewood,CO,2,4918,0.7275913871,0.27240861289999996,0.4889,33.0,,0.5017,39300.0,26000.0,0.8960941412,29376.0,42276.0,6155.0,12618
518,University of Alaska Fairbanks,Fairbanks,AK,1,4910,0.5940482875,0.40595171249999995,0.452,25.0,0.767,0.3018,38700.0,15000.0,0.643458731,35967.0,17168.0,9617.0,7960
519,Western Connecticut State University,Danbury,CT,1,4890,0.5140747577,0.4859252423,0.1692,21.0,0.7083,0.4389,45200.0,24300.0,0.8800184587,49923.0,22636.0,9040.0,8877
520,Eastern Illinois University,Charleston,IL,1,4877,0.6065640194,0.39343598059999996,0.1275,21.0,0.5151,0.5632,42200.0,23250.0,0.8784440843,39153.0,23148.0,8317.0,7060
521,Highline College,Des Moines,WA,1,4860,0.6058252427,0.39417475729999996,0.307,26.0,,0.2964,36900.0,8087.0,0.1854368932,18708.0,14461.0,7415.0,2313
522,University of Hartford,West Hartford,CT,2,4835,0.5671210244,0.4328789756,0.0799,20.0,0.8089,0.596,47800.0,27000.0,0.9553903346,70000.0,52365.0,7841.0,17473
523,Minnesota State University Moorhead,Moorhead,MN,1,4834,0.5961895911,0.4038104089,0.183,22.0,0.6039,0.4632,40600.0,22579.0,0.9196096654,64366.0,20067.0,8817.0,5783
524,Alabama A & M University,Normal,AL,1,4824,0.5640301318,0.43596986820000005,0.0758,20.0,0.9027,0.2396,31000.0,32750.0,0.8860640301,23553.0,22886.0,6983.0,9227
525,Fayetteville State University,Fayetteville,NC,1,4817,0.6982674076,0.30173259240000005,0.3987,26.0,0.6756,0.3292,31200.0,23396.0,0.7940503432,23815.0,15463.0,8611.0,3269
526,Indiana University-South Bend,South Bend,IN,1,4790,0.6282157676,0.3717842324,0.225,22.0,0.7771,0.2924,34900.0,23500.0,0.7315352697,40867.0,15373.0,6257.0,6169
527,Southeastern University,Lakeland,FL,2,4786,0.5587135378,0.4412864622,0.1423,23.0,0.535,0.3996,34800.0,22500.0,0.8833208676,39372.0,35123.0,7384.0,11145
528,Saint Johns River State College,Palatka,FL,1,4777,0.6574257426,0.3425742574,0.2497,25.0,,0.3479,30800.0,11050.0,0.3259405941,24832.0,11214.0,5055.0,2032
529,Dalton State College,Dalton,GA,1,4756,0.5985334555,0.40146654449999997,0.1751,21.0,,0.1981,32300.0,15000.0,0.3437213566,31184.0,11098.0,5655.0,2451
530,Colorado School of Mines,Golden,CO,1,4751,0.2837489252,0.7162510747999999,0.0604,20.0,0.5572,0.7804,84900.0,25000.0,0.9191745486,95766.0,32347.0,11405.0,21008
531,Western Oregon University,Monmouth,OR,1,4747,0.6297624384,0.3702375616,0.1532,22.0,0.8059,0.4351,39700.0,24955.0,0.8870461676,41710.0,22675.0,6705.0,6681
532,Indiana University-Southeast,New Albany,IN,1,4722,0.6458863444,0.35411365559999997,0.2604,22.0,0.8275,0.3191,37900.0,18678.0,0.711620017,36062.0,16305.0,6831.0,6087
533,Winthrop University,Rock Hill,SC,1,4710,0.6854460094,0.3145539906,0.0726,20.0,0.7339,0.5707,35900.0,27000.0,0.9184805805,42330.0,27110.0,7663.0,8523
534,Mercer University,Macon,GA,2,4708,0.6638943249,0.3361056751,0.2661,25.0,0.7326,0.6383,48200.0,25500.0,0.9050880626,43171.0,50080.0,8441.0,17797
535,Inter American University of Puerto Rico-Ponce,Mercedita,PR,2,4690,0.582067322,0.417932678,0.2244,23.0,0.592,0.3975,19800.0,3500.0,0.2487339887,11802.0,10605.0,4358.0,4950
536,Monmouth University,West Long Branch,NJ,2,4683,0.5947441217,0.4052558783,0.0368,20.0,0.7394,0.7044,50500.0,26600.0,0.9377593361,73885.0,51012.0,8902.0,22913
537,Eastern Connecticut State University,Willimantic,CT,1,4669,0.5811784655,0.41882153450000004,0.094,21.0,0.6581,0.5446,46400.0,23500.0,0.92412039,61960.0,24642.0,8615.0,6875
538,Bradley University,Peoria,IL,2,4643,0.5298850575,0.47011494249999997,0.029,20.0,0.7137,0.7268,53600.0,27000.0,0.9591954023,79479.0,45148.0,8740.0,17463
539,Norfolk State University,Norfolk,VA,1,4641,0.6717408275,0.32825917250000003,0.2204,23.0,0.9013,0.4205,35800.0,31000.0,0.9211553474,26072.0,23992.0,8260.0,5297
540,Olympic College,Bremerton,WA,1,4627,0.6009876543,0.3990123457,0.4216,28.0,,0.2109,33200.0,12000.0,0.3012345679,18989.0,11690.0,6714.0,2950
541,Xavier University,Cincinnati,OH,2,4571,0.5684210526,0.4315789474,0.0609,20.0,0.7391,0.6924,51600.0,27000.0,0.9616099071,93802.0,50880.0,8694.0,17334
542,Winston-Salem State University,Winston-Salem,NC,1,4570,0.7022431259,0.29775687409999996,0.1922,22.0,0.6657,0.4938,33200.0,25000.0,0.9109985528,28551.0,19119.0,8218.0,4497
543,Seattle University,Seattle,WA,2,4547,0.6507009346,0.3492990654,0.0741,21.0,0.738,0.7483,56500.0,22637.0,0.933411215,74787.0,58371.0,9375.0,26368
544,University of Puerto Rico-Bayamon,Bayamon,PR,1,4531,0.5019588639,0.4980411361,0.0697,19.0,0.6075,0.3651,,4700.0,0.0318315377,19142.0,10819.0,5821.0,557
545,University of Cincinnati-Blue Ash College,Blue Ash,OH,1,4495,0.5598467922,0.4401532078,0.1852,22.0,,0.2257,42300.0,22500.0,0.8730450048,57821.0,17281.0,7844.0,5880
546,United States Naval Academy,Annapolis,MD,1,4495,,,0.0073,,0.0844,0.9066,,,,,,11749.0,0
547,United States Military Academy,West  Point,NY,1,4491,,,0.0078,,0.0956,0.8568,,,,,,9494.0,0
548,Massachusetts Institute of Technology,Cambridge,MA,2,4489,0.3718887262,0.6281112738,0.0079,19.0,0.0717,0.9383,104700.0,17125.0,0.5241581259,53870.0,65478.0,18182.0,32140
549,Inter American University of Puerto Rico-Bayamon,Bayamon,PR,2,4488,0.4349914237,0.5650085763,0.1318,21.0,0.6258,0.3125,19800.0,5037.5,0.1975986278,12983.0,10738.0,4628.0,5251
550,Frostburg State University,Frostburg,MD,1,4486,0.5270209915,0.47297900849999996,0.1469,21.0,0.7229,0.4945,44600.0,21499.0,0.858418937,49589.0,21220.0,6991.0,5942
551,SUNY College at Old Westbury,Old Westbury,NY,1,4481,0.615720524,0.384279476,0.2306,23.0,0.7822,0.4787,44300.0,17000.0,0.6268801553,30996.0,19529.0,8355.0,4938
552,Roger Williams University,Bristol,RI,2,4476,0.5868392665,0.41316073350000004,0.097,20.0,0.8229,0.6472,50500.0,26000.0,0.9741100324,103564.0,50136.0,12015.0,19121
553,University of Nebraska at Kearney,Kearney,NE,1,4440,0.6186602871,0.3813397129,0.0954,21.0,0.8175,0.6133,41300.0,20980.0,0.823923445,56349.0,21605.0,7474.0,5330
554,Nova Southeastern University,Fort Lauderdale,FL,2,4417,0.7459016393,0.2540983607,0.2353,24.0,0.5817,0.5237,45300.0,25000.0,0.856557377,31002.0,45722.0,9799.0,28175
555,University of Washington-Tacoma Campus,Tacoma,WA,1,4412,0.5746355424,0.42536445759999997,0.294,22.0,0.8385,0.5845,57700.0,15000.0,0.7133530096,39205.0,20426.0,9772.0,3761
556,High Point University,High Point,NC,2,4407,0.6333819242,0.36661807580000005,0.0065,19.0,0.8066,0.634,39000.0,25000.0,0.9599125364,111649.0,49295.0,7424.0,23606
557,Bemidji State University,Bemidji,MN,1,4399,0.5981659025,0.4018340975,0.2536,24.0,0.662,0.466,40600.0,20433.0,0.8887036265,57931.0,20013.0,8286.0,5193
558,Southern Oregon University,Ashland,OR,1,4399,0.6193480547,0.3806519453,0.2236,24.0,0.7848,0.3785,39000.0,21312.5,0.8144058885,32578.0,15364.0,7841.0,6261
559,University of Indianapolis,Indianapolis,IN,2,4384,0.6753185465,0.3246814535,0.1428,21.0,0.8218,0.5621,40600.0,27000.0,0.9221330816,55676.0,40570.0,7423.0,14460
560,Lewis University,Romeoville,IL,2,4372,0.5491803279,0.45081967209999996,0.2077,22.0,0.5383,0.6703,48800.0,23935.0,0.9103182257,54593.0,39361.0,9200.0,16149
561,SUNY at Fredonia,Fredonia,NY,1,4366,0.6082425391,0.39175746089999997,0.0403,20.0,0.6491,0.6311,41700.0,25000.0,0.9218379915,59673.0,22841.0,6922.0,5266
562,University of Mary Washington,Fredericksburg,VA,1,4366,0.6853146853,0.31468531470000005,0.1032,21.0,0.735,0.7065,51400.0,20500.0,0.9059122695,80643.0,25134.0,8146.0,6763
563,Southwestern Oklahoma State University,Weatherford,OK,1,4358,0.6013289037,0.39867109629999997,0.1869,22.0,0.9197,0.3077,39300.0,14334.5,0.7176079734,41302.0,18868.0,6853.0,5525
564,Worcester Polytechnic Institute,Worcester,MA,2,4337,0.3649222065,0.6350777935,0.0117,19.0,0.4849,0.8865,84900.0,27000.0,0.9830268741,114021.0,62522.0,11971.0,26622
565,Campbell University,Buies Creek,NC,2,4328,0.5773327652,0.4226672348,0.281,23.0,0.8058,0.5168,45900.0,23075.0,0.7707711973,41354.0,45558.0,8487.0,14693
566,Dartmouth College,Hanover,NH,2,4315,0.5240585774,0.47594142260000005,0.0077,20.0,0.1045,0.9595,75500.0,14819.0,0.7709205021,68455.0,69474.0,14996.0,31475
567,Universidad del Sagrado Corazon,Santurce,PR,2,4294,0.6112886049,0.38871139509999997,0.2354,24.0,0.4073,0.36,20200.0,13650.0,0.5159744409,17795.0,14329.0,3912.0,7597
568,Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,1,4283,0.5012260053,0.49877399469999995,0.069,21.0,0.8891,0.6518,50100.0,26120.0,0.9024450049,61924.0,30382.0,8939.0,6999
569,United States Air Force Academy,USAF Academy,CO,1,4276,,,0.0105,,0.1192,0.7762,,,,,,9031.0,0
570,Virginia State University,Petersburg,VA,1,4265,0.5609447491,0.43905525089999997,0.0876,20.0,0.9111,0.4212,35200.0,29750.0,0.9337832138,30103.0,22009.0,7470.0,5596
571,Lee University,Cleveland,TN,2,4265,0.5898234683,0.4101765317,0.1994,23.0,0.8504,0.5195,34200.0,27000.0,0.8291796469,49230.0,29261.0,7249.0,10944
572,Strayer University-Virginia,Arlington,VA,3,4256,0.7508344853,0.24916551470000003,0.8862,33.0,,0.1143,45900.0,34239.5,0.9108870832,18178.0,27744.0,7355.0,13950
573,Kent State University at Stark,Canton,OH,1,4235,0.6364963504,0.36350364960000003,0.2012,21.0,,0.3189,38000.0,25246.5,0.8863399374,50411.0,12331.0,7643.0,6457
574,Longwood University,Farmville,VA,1,4230,0.6877637131,0.31223628690000005,0.0483,20.0,0.9183,0.6832,41500.0,25000.0,0.9252561784,72594.0,26592.0,7604.0,7550
575,Edinboro University of Pennsylvania,Edinboro,PA,1,4229,0.571969697,0.428030303,0.1361,21.0,0.9253,0.4298,35400.0,27000.0,0.921969697,48758.0,21887.0,9685.0,7800
576,Arizona State University-Polytechnic,Mesa,AZ,1,4224,0.5568306611,0.4431693389,0.2314,24.0,0.7628,0.5906,47700.0,20000.0,0.7940918076,35851.0,23006.0,8507.0,8960
577,Pennsylvania State University-Penn State Harrisburg,Middletown,PA,1,4223,0.5012260053,0.49877399469999995,0.1267,21.0,0.8375,0.581,50100.0,26120.0,0.9024450049,61924.0,28792.0,9541.0,6452
578,Clarion University of Pennsylvania,Clarion,PA,1,4214,0.6494891159,0.3505108841,0.1995,22.0,0.9549,0.5033,37900.0,26246.0,0.9213682808,51209.0,24315.0,9626.0,8279
579,Robert Morris University,Moon Township,PA,2,4213,0.4867781975,0.5132218024999999,0.1445,21.0,0.8332,0.6069,47700.0,27000.0,0.9357798165,62641.0,43630.0,11599.0,19210
580,Creighton University,Omaha,NE,2,4212,0.6107142857,0.38928571430000003,0.055,20.0,0.7201,0.806,59700.0,25300.0,0.9421428571,94392.0,51590.0,9472.0,26677
581,Auburn University at Montgomery,Montgomery,AL,1,4211,0.6929480901,0.3070519099,0.2244,22.0,0.8254,0.2765,33300.0,23363.0,0.8932419197,29671.0,19892.0,7518.0,8709
582,Wentworth Institute of Technology,Boston,MA,2,4204,0.2059347181,0.7940652819,0.0896,20.0,0.9187,0.6745,65100.0,27000.0,0.9525222552,82446.0,51015.0,8494.0,17958
583,Bentley University,Waltham,MA,2,4203,0.3995137763,0.6004862236999999,0.018,19.0,0.4415,0.9128,86900.0,26000.0,0.9748784441,106565.0,63186.0,13808.0,29847
584,Butler University,Indianapolis,IN,2,4197,0.6011042098,0.3988957902,0.0119,19.0,0.6513,0.787,56600.0,27000.0,0.955831608,109207.0,54513.0,8012.0,21949
585,Alabama State University,Montgomery,AL,1,4189,0.6134185304,0.38658146959999995,0.0848,20.0,0.9787,0.2769,27700.0,31500.0,0.8889776358,22080.0,19413.0,7399.0,9003
586,Missouri Western State University,Saint Joseph,MO,1,4171,0.6189039718,0.3810960282,0.1538,22.0,,0.2938,34400.0,22000.0,0.7637003519,36641.0,17481.0,6710.0,6064
587,University of South Florida-St Petersburg,St. Petersburg,FL,1,4162,0.605735746,0.394264254,0.2781,22.0,0.3993,0.3559,43500.0,18750.0,0.7141686582,32495.0,19102.0,9197.0,5414
588,Harding University,Searcy,AR,2,4147,0.5682910089,0.43170899110000005,0.0363,20.0,0.7212,0.6663,40900.0,27000.0,0.9176389842,71055.0,28754.0,7513.0,13633
589,Regent University,Virginia Beach,VA,2,4087,0.653869969,0.34613003099999995,0.6104,33.0,0.783,0.6087,41600.0,25000.0,0.8421052632,28090.0,27995.0,7953.0,12361
590,York College of Pennsylvania,York,PA,2,4079,0.5522966242,0.44770337579999997,0.0578,20.0,0.699,0.5674,50400.0,26436.5,0.9584947427,81845.0,30217.0,8980.0,14158
591,Savannah State University,Savannah,GA,1,4079,0.6047865459,0.3952134541,0.1017,20.0,0.5575,0.2776,31300.0,32000.0,0.9214100906,24120.0,16498.0,5829.0,3085
